session_id,event_time,event_type,product_id,platform,device_type,ip_range,city,country,user_agent,hashed_email
A_sess_00844_50f68b5f,2024-03-03T23:17:45Z,view,prod_0141,A,tablet,10.0.244.0/24,Manchester,GB,Mozilla/5.0 (Linux; Android 13; SM-S908B) AppleWebKit/537.36 Chrome/119.0.6045.163,fe91672b69004d1123f98d1d54ef748b415bea166f71e29c82951874a172a93a
A_sess_01657_49f24f82,2024-03-06T07:40:49Z,view,prod_0472,A,desktop,10.0.57.0/24,Mexico City,MX,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,fdf39fc13dcf4e1dbfb2b52fb3e7fd0d31ab624e900f259a57a9ea5efb4d4647
A_sess_00815_1a23225c,2024-03-07T20:56:19Z,cart,prod_0121,A,tablet,192.168.129.0/24,Osaka,JP,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/120.0.2210.133,963a9757a5c632a728121c86b86d940f800649bab8f1a44ab622f6de102f2a04
A_sess_01711_0a485070,2024-03-05T20:57:18Z,cart,prod_0461,A,desktop,10.0.174.0/24,Singapore,SG,Mozilla/5.0 (iPad; CPU OS 17_0 like Mac OS X) AppleWebKit/605.1.15,41d89c0a8e261dabd1b92bcd32353af3a02bb5bf83fd6101ebb82c00f2aa934c
A_sess_01554_1b20257b,2024-03-02T15:54:40Z,view,prod_0173,A,tablet,172.16.148.0/24,Amsterdam,NL,Mozilla/5.0 (Linux; Android 13; SM-S908B) AppleWebKit/537.36 Chrome/119.0.6045.163,9f70b39dac28bc008f0ff2f22dd852134cd0e96a682fa42c9314771b23b7b5d4
A_sess_00333_a3de2400,2024-03-05T05:57:32Z,view,prod_0029,A,tablet,10.231.166.0/16,Tokyo,JP,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,590748676ab1ea4dcbdf3c1b54682677b8e128b0cfe379d18fb12653fe68681c
A_sess_01716_99929796,2024-03-03T06:08:22Z,view,prod_0214,A,tablet,198.18.229.0/24,Berlin,DE,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15,de3282fbec002eb618ebaf3d853f682e354073269aabe8f40d03402e9c1177e7
A_sess_01217_f6be8a72,2024-03-05T00:19:08Z,view,prod_0391,A,tablet,100.64.116.0/24,Munich,DE,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/120.0.6099.230,cd9e6672526390d1bf1d4f51cdc1ad03f3bd9d89aff3fedeb0760af24679d0b3
A_sess_01079_5fc71eee,2024-03-04T14:49:21Z,view,prod_0118,A,desktop,172.16.125.0/24,Chicago,US,Mozilla/5.0 (Linux; Android 13; SM-S908B) AppleWebKit/537.36 Chrome/119.0.6045.163,58589eec34d2787ec66e255364bb61cf0d3298d1c8280056fdc1fc7d613f736d
A_sess_01149_08bd320c,2024-03-04T08:34:04Z,view,prod_0436,A,desktop,192.168.161.0/24,Seoul,KR,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/120.0.2210.133,05517f14e3f85e46eb07f76b099aebd62d37df2414d016e9204449b4ebc638c7
A_sess_00019_78929da8,2024-03-01T15:39:39Z,purchase,prod_0014,A,desktop,10.174.9.0/24,Sydney,AU,Mozilla/5.0 (Linux; Android 13; SM-S908B) AppleWebKit/537.36 Chrome/119.0.6045.163,9cf8236df5681ed10f41aece9c1caaf0703d5911721726defdc9d9a8f4d89759
A_sess_00803_ff9cc5d4,2024-03-05T15:07:16Z,view,prod_0176,A,mobile,100.64.85.0/24,Osaka,JP,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15,3b2936b86b0a46af8505837d99119ed0897b5907a10457dc140d1f230a4377c2
A_sess_00849_dece4f61,2024-03-02T11:40:12Z,view,prod_0025,A,tablet,10.0.3.0/24,Toronto,CA,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15,abf8cb087cb5a46d7f8d83669f37802fe11bfedac1bb8191309ed4e48d5c43c0
A_sess_01640_4e41c183,2024-03-06T19:44:04Z,purchase,prod_0482,A,tablet,172.16.71.0/24,Mumbai,IN,Mozilla/5.0 (Linux; Android 13; SM-S908B) AppleWebKit/537.36 Chrome/119.0.6045.163,06e14b68efc013ada8db0ed3a7ee0b71eb5135f543791765129f5d656559f8e0
A_sess_01205_885b6656,2024-03-07T18:23:12Z,cart,prod_0072,A,desktop,198.18.58.0/24,London,GB,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/120.0.2210.133,897ad40560e2f085b7ead48a452769319d65d7bbd2dcc6992639550cd9dd0fe0
A_sess_01724_6c2a8621,2024-03-03T07:00:15Z,view,prod_0019,A,mobile,172.16.0.0/24,Munich,DE,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,b00c4f04b9396298f5fdd72eba932d1cfa19a9921be86d8e2582136b26a18090
A_sess_01009_95082701,2024-03-04T17:10:34Z,view,prod_0379,A,desktop,198.18.217.0/24,Mexico City,MX,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/120.0.6099.230,1f0c09b776511321cc9ea6c1eac337de3fd5e2c6527d1626c31c24dc4fb38b79
A_sess_00493_6eb8c300,2024-03-03T00:18:17Z,view,prod_0362,A,desktop,10.158.246.0/24,Sydney,AU,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15,
A_sess_01458_4c4421b7,2024-03-02T08:19:59Z,purchase,prod_0095,A,tablet,198.18.101.0/24,New York,US,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/120.0.2210.133,925b815918471c05ee7c2152cbe6e120a5fbbcdfd58b1d96df3ca3e69ff3f227
A_sess_00135_99341567,2024-03-07T08:18:43Z,view,prod_0188,A,desktop,10.141.67.0/24,Tokyo,JP,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15,88cf7a7d9c3bc53fbff1fc302f4514c51daa32ddf80afb73dbe4d4fce45db735
A_sess_00375_db79f8c0,2024-03-07T16:34:10Z,view,prod_0354,A,desktop,10.52.187.0/16,Houston,US,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.6099.200,bd257ec89219de46b795c10cea8501a8544696d4e550987ee5ed99404b738dbd
A_sess_01101_483c9e85,2024-03-06T02:40:31Z,view,prod_0287,A,tablet,10.0.143.0/24,Bangalore,IN,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/120.0.2210.133,121da4e88b81c9d9dc5bf7269944b3e0aba47534d895c4a5e79bc7592789e09f
A_sess_01721_6299866b,2024-03-02T01:15:15Z,view,prod_0181,A,tablet,198.18.103.0/24,New York,US,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.6099.200,a49544554453700be0ee25108e5caf02e23f613aaedb55c7cbe444fcb26fb746
A_sess_01656_4f9688fd,2024-03-03T01:51:10Z,cart,prod_0355,A,tablet,172.16.230.0/24,Sydney,AU,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,7ea549bc083af974a6b0978526d5dbb61e39b26c755710ac5d2e3b705eea0ecf
A_sess_00745_ac14a72b,2024-03-02T08:08:27Z,view,prod_0345,A,tablet,10.93.116.0/16,Singapore,SG,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/120.0.6099.230,
A_sess_01309_597d9043,2024-03-07T17:20:40Z,view,prod_0134,A,mobile,100.64.42.0/24,Singapore,SG,Mozilla/5.0 (iPad; CPU OS 17_0 like Mac OS X) AppleWebKit/605.1.15,6fa7abe19ca98940ea86ea7f334ce39f1579c4080765c65597d40811df2be1fc
A_sess_01096_91e72690,2024-03-08T03:51:59Z,view,prod_0148,A,tablet,198.18.164.0/24,New York,US,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/120.0.2210.133,2f207a8b087fed32785c886cc0128be8ded0b2476db9219a63d8a644f87ee4c0
A_sess_01304_3c2864ee,2024-03-06T22:20:19Z,view,prod_0373,A,mobile,10.0.21.0/24,Osaka,JP,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15,0612b818d7683d4072b96639195c9fc602e835c7500e43836206f37f5d8648b8
A_sess_00539_2670ac74,2024-03-07T01:57:52Z,cart,prod_0304,A,mobile,10.145.13.0/16,Chicago,US,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,
A_sess_00397_c3a914d9,2024-03-04T19:30:50Z,view,prod_0470,A,desktop,10.196.198.0/24,Mumbai,IN,Mozilla/5.0 (iPad; CPU OS 17_0 like Mac OS X) AppleWebKit/605.1.15,2cd7746e7913f82eb00feb62141cd64ae0b23cf045f301a538cbaba54d6e1d8f
A_sess_00865_d544c580,2024-03-06T12:05:06Z,view,prod_0340,A,desktop,192.168.60.0/24,Mexico City,MX,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/120.0.2210.133,efa87d568ee84ea013bb10d7bff458d43d0fd3f79de3e3537ea9a221660d242f
A_sess_00047_1bc6e04e,2024-03-02T07:13:43Z,view,prod_0263,A,mobile,10.188.23.0/24,Amsterdam,NL,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15,a58674cd127dabfb39cb6bbc4bd355f4b8b1e73561ae95f35b2ac4fcf0c3e2e0
A_sess_01087_20b57553,2024-03-04T04:53:55Z,view,prod_0141,A,desktop,10.0.144.0/24,Mumbai,IN,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/120.0.2210.133,e0802202009fbdbc88c2c04811afe2874a84c2291950d3f444e38ffe32dbd988
A_sess_01047_51cae3f3,2024-03-07T09:40:23Z,view,prod_0382,A,desktop,198.18.90.0/24,Berlin,DE,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/120.0.6099.230,fe15efa04d7ca5a0e9ec644c4a300943f5caa3635e3ae02517847a5cef7e635a
A_sess_01271_ff14b05b,2024-03-06T11:16:42Z,view,prod_0270,A,tablet,10.0.33.0/24,Amsterdam,NL,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/120.0.2210.133,fc15d089af024b331945e96ed08a7a3705ee52f3a7a6a4de36a9848b50bd3079
A_sess_01006_cda974b3,2024-03-05T23:47:07Z,view,prod_0152,A,mobile,100.64.182.0/24,Toronto,CA,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/120.0.6099.230,3d367fd85656df18a95336ad2e0d0a9954a80484a829f46488fe51ce85c33883
A_sess_01351_efa17553,2024-03-05T13:10:19Z,view,prod_0033,A,tablet,100.64.50.0/24,London,GB,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,7a62be27e7bb2dcb4f18e4151840e7079d334ffe19b55eb7f0354f6d146bd170
A_sess_01355_3c43e5a4,2024-03-06T06:25:59Z,cart,prod_0170,A,desktop,198.18.33.0/24,Singapore,SG,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,542a53563919db2970eb990b46a890d1f772ecafd9cfe62c8feb5dc272d9af3a
A_sess_00703_84ce4722,2024-03-04T03:57:06Z,cart,prod_0338,A,tablet,10.241.95.0/24,Mumbai,IN,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.6099.200,
A_sess_00435_9c3730fa,2024-03-03T23:55:58Z,view,prod_0406,A,desktop,10.109.217.0/16,Sydney,AU,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15,
A_sess_01547_c3633d9f,2024-03-01T20:34:07Z,view,prod_0253,A,desktop,10.0.34.0/24,Amsterdam,NL,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/120.0.2210.133,949a30789163c571f273a942ad3921e5769ce2bee6d13bea8635f31435ce66fc
A_sess_00832_ae4f1cfc,2024-03-08T00:43:05Z,view,prod_0118,A,desktop,10.0.159.0/24,Mumbai,IN,Mozilla/5.0 (Linux; Android 13; SM-S908B) AppleWebKit/537.36 Chrome/119.0.6045.163,bb9ac4b52c15438dcc8be81437aa53e8de3fbd6778dd448a41531de7590fc8bd
A_sess_00804_73c55bdd,2024-03-06T11:16:16Z,cart,prod_0497,A,tablet,198.18.38.0/24,Houston,US,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/120.0.6099.230,53b2d3018c745bbf23c237451eb21e59bcc731e464c461e839f87fd6abe79654
A_sess_01072_4ca253fe,2024-03-07T11:16:57Z,view,prod_0226,A,mobile,198.18.173.0/24,Singapore,SG,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.6099.200,18eb7edaba44d2c9808e61414a982bf720e17d5490d9620b1d8f14eb030305b0
A_sess_01433_e18fa7a1,2024-03-03T16:02:01Z,cart,prod_0044,A,desktop,172.16.254.0/24,London,GB,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15,fe936a2be66387ff54707e0b919c218da95d7a1c9ed2c75f7139704fe7cb09e2
A_sess_00255_1dfa60d3,2024-03-03T07:52:12Z,purchase,prod_0212,A,mobile,10.183.127.0/24,Mexico City,MX,Mozilla/5.0 (Linux; Android 13; SM-S908B) AppleWebKit/537.36 Chrome/119.0.6045.163,fb748c99e6cda79ab7c07a9eb0e45207998a25b50b6a0143e99bb4f529828fa6
A_sess_00657_3a40210d,2024-03-06T06:25:36Z,view,prod_0266,A,tablet,10.244.72.0/24,Bangalore,IN,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,
A_sess_00007_150b1bd8,2024-03-08T00:13:35Z,view,prod_0043,A,tablet,10.130.3.0/16,Paris,FR,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/120.0.6099.230,b76a1269476ae952d16d265300ee8a40b27b6cc19599127c4883e383e279b1dc
A_sess_01225_54a48576,2024-03-06T08:47:30Z,view,prod_0069,A,desktop,10.0.124.0/24,Berlin,DE,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15,a07a5127b6a91a51cae9a166869f12a4c0f92ffe76688ddcf335c2a6f047cfd3
A_sess_01473_42c5cc2e,2024-03-02T20:59:57Z,view,prod_0447,A,desktop,10.0.249.0/24,Amsterdam,NL,Mozilla/5.0 (iPad; CPU OS 17_0 like Mac OS X) AppleWebKit/605.1.15,5c5f035ba9e058e677b728bba3a97e709ee709d78c86cd91bb7f2df265d19207
A_sess_01317_fd210e98,2024-03-02T01:40:53Z,view,prod_0167,A,mobile,192.168.232.0/24,Mumbai,IN,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,def4a5c6196fc690fce46566294e07f48c62bd6fd158bfe1010999be4f6bc46e
A_sess_00860_2da1e601,2024-03-06T11:56:49Z,view,prod_0422,A,desktop,172.16.43.0/24,Osaka,JP,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15,ab1cc0b5d41225b65cde78dcbf26d55e54071ee69960059ff2dbbebb2b09c605
A_sess_01284_c88d4729,2024-03-04T02:34:42Z,view,prod_0124,A,mobile,192.168.254.0/24,Seoul,KR,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/120.0.6099.230,7213ebcea1c5adab9a6d7f56c16a23be80a5562cf5c112e1c10eb69dc144e119
A_sess_01714_1f7cebb4,2024-03-02T06:24:08Z,view,prod_0175,A,tablet,192.168.34.0/24,Manchester,GB,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/120.0.6099.230,68c6258ddb4c7c40f901c3d379c8374df840d9b1438bc195942bbccb6b557f90
A_sess_01543_01b207ee,2024-03-06T02:16:10Z,purchase,prod_0221,A,tablet,172.16.240.0/24,Munich,DE,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/120.0.6099.230,6dade31f444726d75471ab431797fd07786626e4753ab803fceaddff32aa2f51
A_sess_00839_998a8a4d,2024-03-04T04:43:02Z,view,prod_0277,A,tablet,198.18.219.0/24,Paris,FR,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15,9ebacbd83987920089218e0b84b8024bef6f76d3e5d27c9f67427d9dac511231
A_sess_01694_fb838b1e,2024-03-08T02:28:55Z,view,prod_0032,A,desktop,100.64.247.0/24,Chicago,US,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15,5a73583f676f13370a27b3a4df6450a7c86eb5309099b40b174a8c5c686709e2
A_sess_00133_68900bd5,2024-03-01T23:33:25Z,view,prod_0139,A,desktop,10.35.66.0/16,Mexico City,MX,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,4505cb6d09423ff330ae132fdd0504736f847f4d9862b9ec6de91776d2a73da6
A_sess_01282_cd3f2a11,2024-03-08T04:25:47Z,purchase,prod_0269,A,mobile,10.0.55.0/24,Toronto,CA,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/120.0.2210.133,b60e6dca9ac584426f405113709ed9db7ee84d164c3b01526537559a400392da
