session_id,event_time,event_type,product_id,platform,device_type,ip_range,city,country,user_agent,hashed_email
B_sess_01767_531f41f2,2024-03-03T04:32:07Z,cart,prod_0473,B,mobile,100.64.120.0/24,Munich,DE,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/120.0.6099.230,d4f0ebd559d5b60b89840ffc7defb2cf8ee47326ae127a164d088f25e243522d
B_sess_00712_483233b7,2024-03-04T14:53:43Z,view,prod_0416,B,mobile,10.1.99.0/16,Paris,FR,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.6099.200,
B_sess_00742_6c572094,2024-03-06T13:43:30Z,view,prod_0427,B,desktop,10.131.114.0/24,Houston,US,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/120.0.6099.230,
B_sess_00542_3d65342d,2024-03-03T19:34:19Z,cart,prod_0313,B,desktop,10.115.14.0/16,Sao Paulo,BR,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,
B_sess_00020_e51d12fb,2024-03-01T18:16:04Z,view,prod_0101,B,desktop,10.174.9.0/24,Sydney,AU,Mozilla/5.0 (Linux; Android 13; SM-S908B) AppleWebKit/537.36 Chrome/119.0.6045.163,9cf8236df5681ed10f41aece9c1caaf0703d5911721726defdc9d9a8f4d89759
B_sess_01893_a8bd24d3,2024-03-05T00:19:34Z,view,prod_0209,B,tablet,10.0.87.0/24,Amsterdam,NL,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15,40e788685542d68ca4b21ef7c31206a4f53d4806af47bd7b96dd4d7fbe895d73
B_sess_00252_9e415000,2024-03-06T17:47:07Z,view,prod_0259,B,tablet,10.48.125.0/16,Seoul,KR,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.6099.200,92f314ba12df0a3dd9bf772a78d7da839cd8f133f654fcdfd623bd7423fecbae
B_sess_00566_6e8dbadb,2024-03-05T22:22:05Z,view,prod_0227,B,mobile,10.198.26.0/24,Sydney,AU,Mozilla/5.0 (Linux; Android 13; SM-S908B) AppleWebKit/537.36 Chrome/119.0.6045.163,
B_sess_00194_bcfefa70,2024-03-02T13:49:30Z,purchase,prod_0329,B,mobile,10.92.96.0/16,Seoul,KR,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/120.0.2210.133,948f137e0e722e0c3f164f7ea3968956d79714dca04d7aff37875ed830d73ec2
B_sess_00646_d53154bc,2024-03-04T09:16:43Z,view,prod_0102,B,tablet,10.194.66.0/24,Mexico City,MX,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.6099.200,
B_sess_00470_e3bc3a35,2024-03-01T23:26:44Z,view,prod_0377,B,tablet,10.54.234.0/16,Mumbai,IN,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.6099.200,
B_sess_02151_570c6909,2024-03-02T15:19:14Z,view,prod_0460,B,mobile,172.16.112.0/24,Manchester,GB,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15,19938d166c1f6f6fdeed357bdd6b1c8da15993b03b179376bf1378d2c7b5d7ad
B_sess_02255_5646fa11,2024-03-05T17:43:45Z,view,prod_0389,B,mobile,172.16.81.0/24,Singapore,SG,Mozilla/5.0 (iPad; CPU OS 17_0 like Mac OS X) AppleWebKit/605.1.15,e88129369ede3b018264f52fbf3bc4a676e50c2a66287562c8418a90b493f60e
B_sess_01960_ea444876,2024-03-08T08:16:46Z,view,prod_0031,B,desktop,10.0.18.0/24,Osaka,JP,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,ab03e1f584cd6a6e11948e72c61b76ee3212bd2b109aa9fa95ae97b39963c263
B_sess_01908_dd126923,2024-03-06T22:37:11Z,purchase,prod_0096,B,desktop,100.64.185.0/24,Los Angeles,US,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/120.0.6099.230,d486172ef52436cbbcd26ab59242c37537f9914ef25cec2002777064a8b1fcb4
B_sess_00464_47cd9394,2024-03-01T16:11:02Z,view,prod_0253,B,desktop,10.234.231.0/16,London,GB,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.6099.200,
B_sess_02274_e8213ceb,2024-03-03T10:03:30Z,view,prod_0054,B,desktop,100.64.57.0/24,Paris,FR,Mozilla/5.0 (iPad; CPU OS 17_0 like Mac OS X) AppleWebKit/605.1.15,b9a29118c7355dc39b0650fafb8f64897f59804d949110837c190a73b9fde437
B_sess_02144_fb678f99,2024-03-01T19:51:40Z,cart,prod_0382,B,tablet,10.0.153.0/24,Seoul,KR,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/120.0.2210.133,ebad04213ad4fae81fca010d7385969c2cbc2ba1e767465e6f12d3de4544afaf
B_sess_01843_c486669c,2024-03-08T02:18:24Z,view,prod_0114,B,tablet,192.168.39.0/24,Manchester,GB,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,1bd34ef40c541a6888efc5f7fce84082ff8cdd8be9ec69da30d06f464253adb8
B_sess_02168_53942468,2024-03-02T23:14:45Z,view,prod_0483,B,desktop,172.16.206.0/24,Osaka,JP,Mozilla/5.0 (iPad; CPU OS 17_0 like Mac OS X) AppleWebKit/605.1.15,18940de98f2df372610f6e1a5eaa8399b9496e1c353ccfe69a84f5d61ec5436e
B_sess_02138_f3200061,2024-03-07T21:42:00Z,view,prod_0189,B,mobile,172.16.150.0/24,Paris,FR,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15,434c6774498885cbc96c433c411d76fbab6ac10808a739d4326252f81412dbcc
B_sess_01996_4646cbd6,2024-03-06T00:21:00Z,view,prod_0119,B,mobile,10.0.130.0/24,Seoul,KR,Mozilla/5.0 (iPad; CPU OS 17_0 like Mac OS X) AppleWebKit/605.1.15,062c308221805b84e1ee0ee96918a444428315c9231cd80ba954405972391d4e
B_sess_00478_35f074cf,2024-03-05T05:42:23Z,view,prod_0133,B,desktop,10.87.238.0/16,Bangalore,IN,Mozilla/5.0 (iPad; CPU OS 17_0 like Mac OS X) AppleWebKit/605.1.15,
B_sess_00768_264fcce0,2024-03-05T09:01:25Z,view,prod_0356,B,mobile,10.254.127.0/16,Paris,FR,Mozilla/5.0 (Linux; Android 13; SM-S908B) AppleWebKit/537.36 Chrome/119.0.6045.163,
B_sess_02323_0e420220,2024-03-01T18:54:59Z,view,prod_0251,B,tablet,172.16.248.0/24,Chicago,US,Mozilla/5.0 (iPad; CPU OS 17_0 like Mac OS X) AppleWebKit/605.1.15,8843d2ddbadf432d8f9424a166fb46b60bb04679abd1e6445e786daad6b53b33
B_sess_02234_530266ea,2024-03-02T10:05:39Z,cart,prod_0137,B,mobile,192.168.22.0/24,Munich,DE,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/120.0.6099.230,878834838c8cea6c6a4e41709fce0b9a63cbe09f0922c55bf4bcb78ad51ee276
B_sess_00188_0c15c551,2024-03-07T06:40:09Z,view,prod_0195,B,mobile,10.13.93.0/24,Osaka,JP,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.6099.200,7271829709f77a66a6035d0d9a0536a7031d7802082c000851bcd1abf3b39e42
B_sess_02351_fc8a846c,2024-03-06T08:28:21Z,cart,prod_0324,B,mobile,198.18.77.0/24,Mumbai,IN,Mozilla/5.0 (iPad; CPU OS 17_0 like Mac OS X) AppleWebKit/605.1.15,d0e6c4b9832522d8cb0532840cb90d6241fbd11203bd39d56809756a6c21b9f6
B_sess_02328_542fc4c9,2024-03-04T14:17:09Z,view,prod_0328,B,desktop,192.168.254.0/24,Mumbai,IN,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/120.0.6099.230,7dc2ba2d8ac10e1a1c41f0ffd737e3b798e1ea89967fd231a8cb3cb1c997ec2e
B_sess_00774_98a85301,2024-03-04T11:40:21Z,view,prod_0203,B,tablet,10.75.130.0/16,Osaka,JP,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15,
B_sess_00460_cf88c09d,2024-03-03T21:19:49Z,view,prod_0196,B,desktop,10.40.229.0/24,Berlin,DE,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/120.0.2210.133,
B_sess_02284_80b70e65,2024-03-02T09:03:49Z,view,prod_0364,B,desktop,192.168.215.0/24,Houston,US,Mozilla/5.0 (Linux; Android 13; SM-S908B) AppleWebKit/537.36 Chrome/119.0.6045.163,045c9979210cd115ff3f63413dad8ca475ecf7d36678acf046b31d14ae06ab1a
B_sess_02201_6a4fdb76,2024-03-06T06:44:01Z,view,prod_0103,B,desktop,172.16.188.0/24,New York,US,Mozilla/5.0 (iPad; CPU OS 17_0 like Mac OS X) AppleWebKit/605.1.15,4bdd34f0e35d1ba2ffdb668bff8b77fd826cdfc0fcec9ec555904c0e3d6ab319
B_sess_01865_f7a15e95,2024-03-04T12:57:33Z,cart,prod_0417,B,tablet,198.18.47.0/24,Osaka,JP,Mozilla/5.0 (iPad; CPU OS 17_0 like Mac OS X) AppleWebKit/605.1.15,df6c4868f5593f2c8101a6df6f0d4e544d4f3cd3e7bafb2f68747b90ad53d961
B_sess_02255_5646fa11,2024-03-05T17:29:59Z,cart,prod_0196,B,mobile,172.16.81.0/24,Singapore,SG,Mozilla/5.0 (iPad; CPU OS 17_0 like Mac OS X) AppleWebKit/605.1.15,e88129369ede3b018264f52fbf3bc4a676e50c2a66287562c8418a90b493f60e
B_sess_00192_cd6986ec,2024-03-07T21:39:38Z,view,prod_0142,B,desktop,10.36.95.0/16,Bangalore,IN,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,f7ec3fba7e3a2f66ec42ade36f814b945f1ad6623dfe983afebe0100275e2303
B_sess_02063_74621d3e,2024-03-03T23:32:33Z,cart,prod_0084,B,tablet,10.0.18.0/24,Houston,US,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,c7b7c1d1e00da108ecd6fbb0220d973f4626dfed1451922c7ef9767aef0766ea
B_sess_02010_b611ad3c,2024-03-04T05:19:13Z,cart,prod_0274,B,mobile,100.64.198.0/24,Munich,DE,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/120.0.2210.133,3895248c4bfbbc3b930600244b10c427a31834edb21d61318994b839e5b22df8
B_sess_01878_c0ee37ff,2024-03-07T16:29:47Z,view,prod_0350,B,tablet,198.18.123.0/24,Sao Paulo,BR,Mozilla/5.0 (iPad; CPU OS 17_0 like Mac OS X) AppleWebKit/605.1.15,40d1fdd4baf58fe3059e0495504d820be39e5c38459e1ac2883366cce8f35dbc
B_sess_01954_4f25ac3b,2024-03-04T02:46:21Z,view,prod_0257,B,mobile,10.0.6.0/24,Sydney,AU,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,756ce60c8af8feef6b6625f5b34e18b5b787fe08134ea77da750a5566dd9ae1e
B_sess_00500_f8f6b6ce,2024-03-01T18:11:28Z,view,prod_0031,B,desktop,10.216.249.0/16,Tokyo,JP,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,
B_sess_00536_b19313cc,2024-03-06T00:54:23Z,view,prod_0303,B,desktop,10.119.11.0/24,Manchester,GB,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15,
B_sess_00200_b8d7a639,2024-03-06T03:47:41Z,view,prod_0426,B,tablet,10.105.99.0/24,Munich,DE,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,447cbe05670939394cdb3f451b00e0c04f627c57703fdfa27bec2a5e619ffee5
B_sess_02134_fdc49976,2024-03-06T08:37:48Z,view,prod_0503,B,mobile,10.0.222.0/24,Bangalore,IN,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/120.0.2210.133,a5a9e61d537e413e0ebe7955adb2e2e9d266375b63aeacd2d67b41b5a5bfafca
B_sess_00112_370d3f52,2024-03-03T05:57:06Z,purchase,prod_0357,B,desktop,10.44.55.0/24,Sao Paulo,BR,Mozilla/5.0 (Linux; Android 13; SM-S908B) AppleWebKit/537.36 Chrome/119.0.6045.163,987f63d8af26aabac42b6e99c39a140c4d0aa979523ee68111b49537be56380b
B_sess_02270_c95effa3,2024-03-05T03:27:39Z,view,prod_0152,B,mobile,10.0.58.0/24,Tokyo,JP,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/120.0.6099.230,4fb9f167d6c8818dcaf830a052de6735176836b2de7f25ce94518badb5eb828d
B_sess_00530_07e5101e,2024-03-02T15:22:41Z,view,prod_0359,B,mobile,10.141.8.0/24,Mumbai,IN,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15,
B_sess_00464_47cd9394,2024-03-01T16:01:36Z,view,prod_0481,B,desktop,10.234.231.0/16,London,GB,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.6099.200,
B_sess_00680_045fa990,2024-03-04T10:48:01Z,view,prod_0007,B,desktop,10.51.83.0/24,Bangalore,IN,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/120.0.2210.133,
B_sess_02160_7e2009c8,2024-03-03T19:45:22Z,view,prod_0009,B,tablet,172.16.43.0/24,London,GB,Mozilla/5.0 (iPad; CPU OS 17_0 like Mac OS X) AppleWebKit/605.1.15,fe5b18488fd4eccb317cfed7bf47df1ffa3015e3cafe6e1a52ab6a49b32b2705
B_sess_00140_da9b7c12,2024-03-07T15:52:37Z,view,prod_0175,B,mobile,10.36.69.0/16,Chicago,US,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/120.0.6099.230,664e931598b39ae78ea98ecd450082ea2ae8baaa156df1d0d8bc4885d2156119
B_sess_01837_80ab5061,2024-03-04T07:06:34Z,view,prod_0266,B,tablet,198.18.76.0/24,Osaka,JP,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.6099.200,b8513c5f4acf2e5a9353c2dea473342e1332b80c34a385acf5794d67e43378a5
B_sess_00374_d018b4b8,2024-03-06T10:22:50Z,view,prod_0005,B,mobile,10.246.186.0/16,Singapore,SG,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.6099.200,44dded41c6bc15f086e7edb5c5b4cba61b81efaace4c1f41da9e43ea91e94e30
B_sess_00006_2985e44f,2024-03-05T04:39:37Z,view,prod_0064,B,tablet,10.230.2.0/24,Paris,FR,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,92cd0b2007e5d2900adf462f0d5b8b8b3868954e650d2e05f6a923c2620d9b00
B_sess_00680_045fa990,2024-03-04T10:24:49Z,cart,prod_0428,B,desktop,10.51.83.0/24,Bangalore,IN,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/120.0.2210.133,
B_sess_00546_7d4be338,2024-03-07T13:33:31Z,view,prod_0361,B,tablet,10.133.16.0/24,Berlin,DE,Mozilla/5.0 (iPad; CPU OS 17_0 like Mac OS X) AppleWebKit/605.1.15,
B_sess_00358_84bb3a15,2024-03-06T09:44:43Z,view,prod_0262,B,mobile,10.186.178.0/24,Manchester,GB,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.6099.200,bd99a625e254138722690e1e4ae4909558c5d38e496735e444f85fd6a0f1014d
B_sess_00792_9b2ec692,2024-03-07T05:25:49Z,view,prod_0273,B,mobile,10.28.139.0/24,Sydney,AU,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/120.0.2210.133,
B_sess_01811_4a860d65,2024-03-04T07:56:28Z,view,prod_0353,B,tablet,100.64.158.0/24,Sydney,AU,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/120.0.2210.133,e7d3b49c5e04dffd998acac146aa4055910cc783b40df564bb4a6dafab51038c
B_sess_02005_4ad98aa3,2024-03-03T06:46:48Z,view,prod_0348,B,desktop,100.64.97.0/24,New York,US,Mozilla/5.0 (iPad; CPU OS 17_0 like Mac OS X) AppleWebKit/605.1.15,1779ee8577d533feaa0d0fe7fdabca21bbc9f606b282ed8fd8818e26453fd2c7
B_sess_02043_28bce8ef,2024-03-05T12:52:52Z,view,prod_0289,B,tablet,172.16.149.0/24,Munich,DE,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/120.0.6099.230,ccfb256f7af67b56ee5c74a8754fa5b68d2dec18d39e458ea8b2b52336ab754f
B_sess_00496_392c6f9d,2024-03-08T01:47:50Z,view,prod_0181,B,desktop,10.209.247.0/24,Singapore,SG,Mozilla/5.0 (Linux; Android 13; SM-S908B) AppleWebKit/537.36 Chrome/119.0.6045.163,
B_sess_02218_a4ef24ae,2024-03-07T20:53:02Z,view,prod_0471,B,desktop,100.64.134.0/24,Manchester,GB,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,c26b5e19b3443fa3ff89e8709e812f67badcc8dd3b0ebf7a542288f68a9b1ba6
B_sess_01766_b3cddf88,2024-03-07T14:31:18Z,view,prod_0288,B,desktop,100.64.180.0/24,London,GB,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/120.0.6099.230,94528f8d768a9782b9d918352cbf863cf706af312fc381cac0ae7079de3e7330
B_sess_02370_2be0167d,2024-03-06T00:45:41Z,view,prod_0295,B,mobile,198.18.208.0/24,Paris,FR,Mozilla/5.0 (Linux; Android 13; SM-S908B) AppleWebKit/537.36 Chrome/119.0.6045.163,ca272054626311a8847200a10fbd77c111a495b320ba6daa9b8d4e5bc059a6ec
B_sess_02154_451d7631,2024-03-05T10:52:02Z,cart,prod_0100,B,mobile,10.0.234.0/24,Singapore,SG,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15,68a89c582c666295881eb7e52cb72faf4ac5beac1a24deba405473be614f2e78
B_sess_02125_adc0f010,2024-03-01T23:32:10Z,cart,prod_0279,B,tablet,192.168.13.0/24,Toronto,CA,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15,cf2f9d482e94b899cface56a9e53dc52a010718f6d7fef100132edb9f4f8e138
B_sess_01886_87265d09,2024-03-01T20:17:32Z,purchase,prod_0465,B,desktop,100.64.223.0/24,Sao Paulo,BR,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,09cbe762d3eadcdb7ecc5ce2eb6082a04f889ae7663d0376ba2ba47632e68022
B_sess_01831_c3bcc1bd,2024-03-04T16:32:36Z,purchase,prod_0389,B,desktop,172.16.201.0/24,Sydney,AU,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/120.0.6099.230,3eb240991dd2ae3a758171303dcad26f74ade57754b0a7341e8f9c2b2b0eda01
B_sess_02354_73d79876,2024-03-03T05:20:02Z,view,prod_0100,B,desktop,10.0.232.0/24,Bangalore,IN,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.6099.200,75cdfe44421df66065b8ff263d418c9a47b6dd8163a1e71cccb60f6a8c98b7e0
B_sess_00664_c81f654c,2024-03-06T13:44:56Z,cart,prod_0358,B,desktop,10.115.75.0/16,Amsterdam,NL,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15,
B_sess_00180_4ffb3b31,2024-03-05T00:25:02Z,view,prod_0462,B,tablet,10.112.89.0/24,Mexico City,MX,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15,00c697dce7efc76ceaa0fb584bb81f506bf326d4f8f85c03d40043a99cc30895
B_sess_02261_84ad2924,2024-03-06T06:38:45Z,view,prod_0418,B,desktop,10.0.2.0/24,Amsterdam,NL,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,f875b3a3492c7f6e6f804f7eb3cc62897b148154be7acd1ddfa815a1cbde1c47
B_sess_02044_6434adde,2024-03-01T14:36:32Z,view,prod_0396,B,tablet,100.64.27.0/24,Mumbai,IN,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.6099.200,6f0d4f244b11b829fc2567b311c4d7fba7ab897c92eed0603dbbd9b6b0d0626c
B_sess_01941_7ad4f934,2024-03-02T15:46:30Z,view,prod_0053,B,desktop,10.0.221.0/24,Houston,US,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,f210198203f8f758191d9a020f3a83d1fc19dafa76b99589d8f2415dccae9fdf
B_sess_02163_8ce07ea7,2024-03-01T14:57:42Z,view,prod_0303,B,mobile,100.64.254.0/24,Paris,FR,Mozilla/5.0 (Linux; Android 13; SM-S908B) AppleWebKit/537.36 Chrome/119.0.6045.163,50dd7c065f170e47a494f73c4bbe0bb5fd51ca410b232cb70ea938d16d36dcd4
B_sess_00264_c861ec8b,2024-03-05T23:17:49Z,view,prod_0237,B,tablet,10.124.131.0/16,Mexico City,MX,Mozilla/5.0 (iPad; CPU OS 17_0 like Mac OS X) AppleWebKit/605.1.15,5d28c8008dff6be1b4c859b2be76f40538b2b510f86c7221897a22d383861b32
B_sess_00030_b55c2c6b,2024-03-05T07:27:20Z,view,prod_0001,B,tablet,10.137.14.0/24,Los Angeles,US,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,ec88a63f7b2bf2061c06a057b411ffd5456321001ff13e6857620cc22e959b71
B_sess_02059_6bb52a3f,2024-03-07T16:40:04Z,view,prod_0474,B,tablet,10.0.95.0/24,Manchester,GB,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/120.0.2210.133,685dcf58cf326130fb79d6051a77e9d4ed7196c8f1ea1b37e627571ad6a5b410
B_sess_00052_3e57ab12,2024-03-07T23:09:09Z,view,prod_0194,B,mobile,10.214.25.0/16,Mumbai,IN,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/120.0.2210.133,198166928b8514945684948a8e75f737ff8f0285a1576a017fac6dc60d303c48
B_sess_02144_fb678f99,2024-03-01T19:19:19Z,view,prod_0284,B,tablet,10.0.153.0/24,Seoul,KR,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/120.0.2210.133,ebad04213ad4fae81fca010d7385969c2cbc2ba1e767465e6f12d3de4544afaf
B_sess_02129_891cd102,2024-03-08T00:42:27Z,view,prod_0489,B,tablet,192.168.217.0/24,New York,US,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,4c430982844eedc7292c0df4c01d0f9e3fd3096bb5b842f781da2db38053a0ec
B_sess_02129_891cd102,2024-03-08T00:27:34Z,view,prod_0151,B,tablet,192.168.217.0/24,New York,US,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,4c430982844eedc7292c0df4c01d0f9e3fd3096bb5b842f781da2db38053a0ec
B_sess_00208_815ce95d,2024-03-05T09:31:24Z,view,prod_0323,B,tablet,10.149.103.0/24,Paris,FR,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15,06d6989e85f38fa026c48d954cf09eb0c13fb4a8a375a623c196b0275b62a8b0
B_sess_01799_039034e1,2024-03-08T08:52:48Z,cart,prod_0004,B,desktop,100.64.13.0/24,Toronto,CA,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/120.0.2210.133,8d85d912d2000d3763fa4aab47c2b5c17d5a9340cbf2a5ccb12c8bce0c63bf4b
B_sess_02400_956c69b4,2024-03-06T01:29:56Z,purchase,prod_0246,B,desktop,198.18.41.0/24,Tokyo,JP,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,07fb85cb268341f87731f3cc43dc3e0199b4fcd7657dc376d3371516e1f57e8f
B_sess_02005_4ad98aa3,2024-03-03T06:55:30Z,view,prod_0053,B,desktop,100.64.97.0/24,New York,US,Mozilla/5.0 (iPad; CPU OS 17_0 like Mac OS X) AppleWebKit/605.1.15,1779ee8577d533feaa0d0fe7fdabca21bbc9f606b282ed8fd8818e26453fd2c7
