session_id,event_time,event_type,product_id,platform,device_type,ip_range,city,country,user_agent,hashed_email
B_sess_02138_4013f4ce,2024-03-07T21:42:00Z,view,prod_0189,B,mobile,172.16.150.0/24,Paris,FR,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15,8002a655f833d79a5081bb58624dd7615649af713d016e340bd65a8a1c9cbba1
B_sess_01996_5ecd5f9b,2024-03-06T00:21:00Z,view,prod_0119,B,mobile,10.0.130.0/24,Seoul,KR,Mozilla/5.0 (iPad; CPU OS 17_0 like Mac OS X) AppleWebKit/605.1.15,1c03adfcbf0df6524ff36a1206479c68bd212e1c03d2c26b554bc2a9ef9f3c10
B_sess_00478_bfbb882d,2024-03-05T05:42:23Z,view,prod_0133,B,desktop,10.87.238.0/16,Bangalore,IN,Mozilla/5.0 (iPad; CPU OS 17_0 like Mac OS X) AppleWebKit/605.1.15,
B_sess_00768_445c4ea5,2024-03-05T09:01:25Z,view,prod_0356,B,mobile,10.254.127.0/16,Paris,FR,Mozilla/5.0 (Linux; Android 13; SM-S908B) AppleWebKit/537.36 Chrome/119.0.6045.163,
B_sess_02323_3201d34a,2024-03-01T18:54:59Z,view,prod_0251,B,tablet,172.16.248.0/24,Chicago,US,Mozilla/5.0 (iPad; CPU OS 17_0 like Mac OS X) AppleWebKit/605.1.15,844f75e0fc7a6ce107e90f076ecccd8733e04934ae17ba3ba61c220ccb6c2f47
B_sess_02234_d2f5529b,2024-03-02T10:05:39Z,cart,prod_0137,B,mobile,192.168.22.0/24,Munich,DE,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/120.0.6099.230,a52b6ba6116192f831fa0054950c6487407bccf2a3942d1476abd900195cef40
B_sess_00188_91556d6f,2024-03-07T06:40:09Z,view,prod_0195,B,mobile,10.13.93.0/24,Osaka,JP,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.6099.200,7271829709f77a66a6035d0d9a0536a7031d7802082c000851bcd1abf3b39e42
B_sess_02351_8b259d77,2024-03-06T08:28:21Z,cart,prod_0324,B,mobile,198.18.77.0/24,Mumbai,IN,Mozilla/5.0 (iPad; CPU OS 17_0 like Mac OS X) AppleWebKit/605.1.15,61d320f80d3389dc6225d307905f8fd77b01f378a6d07bc5e8b5816b39431f20
B_sess_02328_7608962d,2024-03-04T14:17:09Z,view,prod_0328,B,desktop,192.168.254.0/24,Mumbai,IN,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/120.0.6099.230,47059afa10e54f82f2d26da671c0c2e321600d6031e13060ce144beabbbc2868
B_sess_00774_058d166f,2024-03-04T11:40:21Z,view,prod_0203,B,tablet,10.75.130.0/16,Osaka,JP,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15,
B_sess_00460_9381d60d,2024-03-03T21:19:49Z,view,prod_0196,B,desktop,10.40.229.0/24,Berlin,DE,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/120.0.2210.133,
B_sess_02284_33cd9f9b,2024-03-02T09:03:49Z,view,prod_0364,B,desktop,192.168.215.0/24,Houston,US,Mozilla/5.0 (Linux; Android 13; SM-S908B) AppleWebKit/537.36 Chrome/119.0.6045.163,c5ee7a7863abef89297a3722b8c02e22b80b7d8073d3ba82142da8c4b30c494f
B_sess_02201_55b7419a,2024-03-06T06:44:01Z,view,prod_0103,B,desktop,172.16.188.0/24,New York,US,Mozilla/5.0 (iPad; CPU OS 17_0 like Mac OS X) AppleWebKit/605.1.15,0d4f3b761f05d4bb3a0bac94eb41d08b65d677e11685416fd5892a30b4b3aafd
B_sess_01865_3b02c9c3,2024-03-04T12:57:33Z,cart,prod_0417,B,tablet,198.18.47.0/24,Osaka,JP,Mozilla/5.0 (iPad; CPU OS 17_0 like Mac OS X) AppleWebKit/605.1.15,fc972301c192a3eef0209d07586949007b69d6e5a7b7fd1743847c97ca29391b
B_sess_02255_7ea18cef,2024-03-05T17:29:59Z,cart,prod_0196,B,mobile,172.16.81.0/24,Singapore,SG,Mozilla/5.0 (iPad; CPU OS 17_0 like Mac OS X) AppleWebKit/605.1.15,8b1547d4a2208c110b1371cb1a2a09633267158ee3eb89cadc5b4048aa06f745
B_sess_00192_4a8a98e4,2024-03-07T21:39:38Z,view,prod_0142,B,desktop,10.36.95.0/16,Bangalore,IN,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,f7ec3fba7e3a2f66ec42ade36f814b945f1ad6623dfe983afebe0100275e2303
B_sess_02063_b06f83e6,2024-03-03T23:32:33Z,cart,prod_0084,B,tablet,10.0.18.0/24,Houston,US,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,fb60576916d2fb5ea6ef291df21d901a2b2fd29b13e7a1cc04fe000b2b7335c5
B_sess_02010_dd698164,2024-03-04T05:19:13Z,cart,prod_0274,B,mobile,100.64.198.0/24,Munich,DE,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/120.0.2210.133,b3a5d443c2db9069fda93756a7af423bb28ecad1287660f3dd798551d2a6f521
B_sess_01878_08f8dc02,2024-03-07T16:29:47Z,view,prod_0350,B,tablet,198.18.123.0/24,Sao Paulo,BR,Mozilla/5.0 (iPad; CPU OS 17_0 like Mac OS X) AppleWebKit/605.1.15,a8d191168d42d6c3966862c8cf4d6e6eb9531cef930004a06af4b154aa4c1112
B_sess_01954_087ba83d,2024-03-04T02:46:21Z,view,prod_0257,B,mobile,10.0.6.0/24,Sydney,AU,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,adf743de4b6e814f0bd2216d26d771deac17e479724c09d86849542112bf5a70
B_sess_00500_f595c568,2024-03-01T18:11:28Z,view,prod_0031,B,desktop,10.216.249.0/16,Tokyo,JP,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,
B_sess_00536_beff5c59,2024-03-06T00:54:23Z,view,prod_0303,B,desktop,10.119.11.0/24,Manchester,GB,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15,
B_sess_00200_f444d5de,2024-03-06T03:47:41Z,view,prod_0426,B,tablet,10.105.99.0/24,Munich,DE,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,447cbe05670939394cdb3f451b00e0c04f627c57703fdfa27bec2a5e619ffee5
B_sess_02134_60a1d7a7,2024-03-06T08:37:48Z,view,prod_0503,B,mobile,10.0.222.0/24,Bangalore,IN,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/120.0.2210.133,be403bad6a5c071c150e602387303c50fd0878ddc9a3224c82d7f145e6f733cf
B_sess_00112_ff290f00,2024-03-03T05:57:06Z,purchase,prod_0357,B,desktop,10.44.55.0/24,Sao Paulo,BR,Mozilla/5.0 (Linux; Android 13; SM-S908B) AppleWebKit/537.36 Chrome/119.0.6045.163,987f63d8af26aabac42b6e99c39a140c4d0aa979523ee68111b49537be56380b
B_sess_02270_9e4e3f19,2024-03-05T03:27:39Z,view,prod_0152,B,mobile,10.0.58.0/24,Tokyo,JP,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/120.0.6099.230,7c3385962e39c098ee658ebe610d8a8e924e4d32b398cd299b418e5cfe45bdf3
B_sess_00530_3db19509,2024-03-02T15:22:41Z,view,prod_0359,B,mobile,10.141.8.0/24,Mumbai,IN,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15,
B_sess_00464_b5018246,2024-03-01T16:01:36Z,view,prod_0481,B,desktop,10.234.231.0/16,London,GB,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.6099.200,
B_sess_00680_56855b2d,2024-03-04T10:48:01Z,view,prod_0007,B,desktop,10.51.83.0/24,Bangalore,IN,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/120.0.2210.133,
B_sess_02160_ce650e53,2024-03-03T19:45:22Z,view,prod_0009,B,tablet,172.16.43.0/24,London,GB,Mozilla/5.0 (iPad; CPU OS 17_0 like Mac OS X) AppleWebKit/605.1.15,a8bdacf568381d7934bfe12f293883e5c50c05b3cab280635e51de0d90f0c035
B_sess_00140_527bce4c,2024-03-07T15:52:37Z,view,prod_0175,B,mobile,10.36.69.0/16,Chicago,US,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/120.0.6099.230,664e931598b39ae78ea98ecd450082ea2ae8baaa156df1d0d8bc4885d2156119
B_sess_01837_bbb8317d,2024-03-04T07:06:34Z,view,prod_0266,B,tablet,198.18.76.0/24,Osaka,JP,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.6099.200,06fd405b8488113686cbef89334c355e7f29041d293ed6f601aeb358f580cb47
B_sess_00374_201911eb,2024-03-06T10:22:50Z,view,prod_0005,B,mobile,10.246.186.0/16,Singapore,SG,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.6099.200,44dded41c6bc15f086e7edb5c5b4cba61b81efaace4c1f41da9e43ea91e94e30
B_sess_00006_188df410,2024-03-05T04:39:37Z,view,prod_0064,B,tablet,10.230.2.0/24,Paris,FR,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,92cd0b2007e5d2900adf462f0d5b8b8b3868954e650d2e05f6a923c2620d9b00
B_sess_00680_56855b2d,2024-03-04T10:24:49Z,cart,prod_0428,B,desktop,10.51.83.0/24,Bangalore,IN,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/120.0.2210.133,
B_sess_00546_e380120a,2024-03-07T13:33:31Z,view,prod_0361,B,tablet,10.133.16.0/24,Berlin,DE,Mozilla/5.0 (iPad; CPU OS 17_0 like Mac OS X) AppleWebKit/605.1.15,
B_sess_00358_79cfbc76,2024-03-06T09:44:43Z,view,prod_0262,B,mobile,10.186.178.0/24,Manchester,GB,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.6099.200,bd99a625e254138722690e1e4ae4909558c5d38e496735e444f85fd6a0f1014d
B_sess_00792_2f8f0ded,2024-03-07T05:25:49Z,view,prod_0273,B,mobile,10.28.139.0/24,Sydney,AU,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/120.0.2210.133,
B_sess_01811_5a3feec7,2024-03-04T07:56:28Z,view,prod_0353,B,tablet,100.64.158.0/24,Sydney,AU,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/120.0.2210.133,ae58c37c4c4d79ddef5dd6d77c33bfbfe5ff945c562301b27877da31459a3325
B_sess_02005_1554eb49,2024-03-03T06:46:48Z,view,prod_0348,B,desktop,100.64.97.0/24,New York,US,Mozilla/5.0 (iPad; CPU OS 17_0 like Mac OS X) AppleWebKit/605.1.15,0f3d9ca65d5ace61a95d3f8707e22730e5684fad501b9b5e476e442d79dc8e66
B_sess_02043_604584a5,2024-03-05T12:52:52Z,view,prod_0289,B,tablet,172.16.149.0/24,Munich,DE,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/120.0.6099.230,6a09d7084bed9fed7027ff568db76b7211660ec5e5efc104fd902e2ba84ebe3a
B_sess_00496_ad74a3e7,2024-03-08T01:47:50Z,view,prod_0181,B,desktop,10.209.247.0/24,Singapore,SG,Mozilla/5.0 (Linux; Android 13; SM-S908B) AppleWebKit/537.36 Chrome/119.0.6045.163,
B_sess_02218_1a5360e1,2024-03-07T20:53:02Z,view,prod_0471,B,desktop,100.64.134.0/24,Manchester,GB,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,dbd078e051eeea93814dca467ae07df286e283e6b385a1e5c071914660d19b72
B_sess_01766_73f3d2a9,2024-03-07T14:31:18Z,view,prod_0288,B,desktop,100.64.180.0/24,London,GB,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/120.0.6099.230,4efc2f3ffb8c3f0c963c5c8031ebc37ec4fbf00915ab782818862b7e2f43b14c
B_sess_02370_87e01ea9,2024-03-06T00:45:41Z,view,prod_0295,B,mobile,198.18.208.0/24,Paris,FR,Mozilla/5.0 (Linux; Android 13; SM-S908B) AppleWebKit/537.36 Chrome/119.0.6045.163,1a3cc3b2f4cbef123e02452c9481b09419c219bd2797cd09dfe9755e2784431a
B_sess_02154_f504d16f,2024-03-05T10:52:02Z,cart,prod_0100,B,mobile,10.0.234.0/24,Singapore,SG,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15,85ecb339e5e535f67ded65049172d93b97d8a696e85ef99c9fa3554df08b4639
B_sess_02125_012770b6,2024-03-01T23:32:10Z,cart,prod_0279,B,tablet,192.168.13.0/24,Toronto,CA,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15,8acceefa142b435fa64114c5272c196e6f78968368f047e5b3d372fe4c798099
B_sess_01886_ab6e0343,2024-03-01T20:17:32Z,purchase,prod_0465,B,desktop,100.64.223.0/24,Sao Paulo,BR,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,ab687f50e9d8ddb977641cd9b2391c9076b28435a0ba0c583d78d09259f684a7
B_sess_01831_08dd8ff6,2024-03-04T16:32:36Z,purchase,prod_0389,B,desktop,172.16.201.0/24,Sydney,AU,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/120.0.6099.230,3296dd26f939824ee73e568f036e6154d06a904f8cfb429cd6847f19bc3fc2d4
B_sess_02354_d3404806,2024-03-03T05:20:02Z,view,prod_0100,B,desktop,10.0.232.0/24,Bangalore,IN,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.6099.200,5303a0ee328fa422ac80964e2d7147ea6dc46a1ac284e173f0286b99153657e9
B_sess_00664_dbadacc2,2024-03-06T13:44:56Z,cart,prod_0358,B,desktop,10.115.75.0/16,Amsterdam,NL,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15,
B_sess_00180_eb9fd6ee,2024-03-05T00:25:02Z,view,prod_0462,B,tablet,10.112.89.0/24,Mexico City,MX,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15,00c697dce7efc76ceaa0fb584bb81f506bf326d4f8f85c03d40043a99cc30895
B_sess_02261_35b2e802,2024-03-06T06:38:45Z,view,prod_0418,B,desktop,10.0.2.0/24,Amsterdam,NL,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,5f9f7665e8067b9d5e34189856fb9729a2ce8a1a67ee1c33727faab643d14a14
B_sess_02044_15da7115,2024-03-01T14:36:32Z,view,prod_0396,B,tablet,100.64.27.0/24,Mumbai,IN,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.6099.200,fea6665e9ec67616e481c7e3329b760d9fbb96c2fd00f6483b4c8811abe887b9
B_sess_01941_3b446b45,2024-03-02T15:46:30Z,view,prod_0053,B,desktop,10.0.221.0/24,Houston,US,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,661899182c8f5a9ccd1cae5ebfc57c247df6726bc28308c265cd9ba59e3f8624
B_sess_02163_4a1cf79d,2024-03-01T14:57:42Z,view,prod_0303,B,mobile,100.64.254.0/24,Paris,FR,Mozilla/5.0 (Linux; Android 13; SM-S908B) AppleWebKit/537.36 Chrome/119.0.6045.163,0699ed12bc05474e22516ebb5ff28924783d86577bba355ee0f8946ec2af54b3
B_sess_00264_a52ef295,2024-03-05T23:17:49Z,view,prod_0237,B,tablet,10.124.131.0/16,Mexico City,MX,Mozilla/5.0 (iPad; CPU OS 17_0 like Mac OS X) AppleWebKit/605.1.15,5d28c8008dff6be1b4c859b2be76f40538b2b510f86c7221897a22d383861b32
B_sess_00030_fbc73d56,2024-03-05T07:27:20Z,view,prod_0001,B,tablet,10.137.14.0/24,Los Angeles,US,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,ec88a63f7b2bf2061c06a057b411ffd5456321001ff13e6857620cc22e959b71
B_sess_02059_677ea258,2024-03-07T16:40:04Z,view,prod_0474,B,tablet,10.0.95.0/24,Manchester,GB,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/120.0.2210.133,5f8022b9dfd9039ceac67c8a15227341c8c492b75f1fd3e6b1e614317c656a97
B_sess_00052_c9ba7b57,2024-03-07T23:09:09Z,view,prod_0194,B,mobile,10.214.25.0/16,Mumbai,IN,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/120.0.2210.133,198166928b8514945684948a8e75f737ff8f0285a1576a017fac6dc60d303c48
B_sess_02144_95b2eafb,2024-03-01T19:19:19Z,view,prod_0284,B,tablet,10.0.153.0/24,Seoul,KR,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/120.0.2210.133,6761b2186862d3bf86e2ae87f4674bab74e234d7ca3b92e86a4c898388287697
B_sess_02129_e4823daa,2024-03-08T00:42:27Z,view,prod_0489,B,tablet,192.168.217.0/24,New York,US,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,eedf30f3ba9e249ba6ef846d7ff51dc39cd2aba469b3cc71089526bf55094fc4
B_sess_02129_e4823daa,2024-03-08T00:27:34Z,view,prod_0151,B,tablet,192.168.217.0/24,New York,US,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,eedf30f3ba9e249ba6ef846d7ff51dc39cd2aba469b3cc71089526bf55094fc4
B_sess_00208_e8334245,2024-03-05T09:31:24Z,view,prod_0323,B,tablet,10.149.103.0/24,Paris,FR,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15,06d6989e85f38fa026c48d954cf09eb0c13fb4a8a375a623c196b0275b62a8b0
B_sess_01799_b385d833,2024-03-08T08:52:48Z,cart,prod_0004,B,desktop,100.64.13.0/24,Toronto,CA,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/120.0.2210.133,872ba883a34afc207f179124da387eb82bea6df0ae7ca5df46c3009adf9771df
B_sess_02400_54fc35a0,2024-03-06T01:29:56Z,purchase,prod_0246,B,desktop,198.18.41.0/24,Tokyo,JP,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,7ca60a9efb55829d800f942dc8182e58bf3063e15c5970bfa321e3d29f908ebe
B_sess_02005_1554eb49,2024-03-03T06:55:30Z,view,prod_0053,B,desktop,100.64.97.0/24,New York,US,Mozilla/5.0 (iPad; CPU OS 17_0 like Mac OS X) AppleWebKit/605.1.15,0f3d9ca65d5ace61a95d3f8707e22730e5684fad501b9b5e476e442d79dc8e66
B_sess_00302_8ce526d0,2024-03-03T16:46:49Z,view,prod_0285,B,mobile,10.178.150.0/16,Seoul,KR,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,750e05572c776e7d8b971a720cf35c22b5df15515f87358f8ec17f7cb2100ded
