session_id,event_time,event_type,product_id,platform,device_type,ip_range,city,country,user_agent,hashed_email
A_sess_00019_aa47a941,2024-03-01T15:39:39Z,purchase,prod_0014,A,desktop,10.174.9.0/24,Sydney,AU,Mozilla/5.0 (Linux; Android 13; SM-S908B) AppleWebKit/537.36 Chrome/119.0.6045.163,9cf8236df5681ed10f41aece9c1caaf0703d5911721726defdc9d9a8f4d89759
A_sess_00803_194a6e7a,2024-03-05T15:07:16Z,view,prod_0176,A,mobile,100.64.85.0/24,Osaka,JP,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15,e8af778c2f6494342b5ebdc5d8d7d1b95ec6e72114abc563bf3a24cb629897fc
A_sess_00849_0e5cbc10,2024-03-02T11:40:12Z,view,prod_0025,A,tablet,10.0.3.0/24,Toronto,CA,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15,ec0f8d63f4ba140da0a8143b55a1c20caee63ce70ab0fa7d70cf52201040b9a5
A_sess_01640_1e502934,2024-03-06T19:44:04Z,purchase,prod_0482,A,tablet,172.16.71.0/24,Mumbai,IN,Mozilla/5.0 (Linux; Android 13; SM-S908B) AppleWebKit/537.36 Chrome/119.0.6045.163,28967fe3831af38a71c89106a2af441fe423c4c06db83aaa40db1d765aec051c
A_sess_01205_86d7d14f,2024-03-07T18:23:12Z,cart,prod_0072,A,desktop,198.18.58.0/24,London,GB,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/120.0.2210.133,200ed09b39fa9ad2afb914ab3e4d0472937a8cc1cd0c6e3f675b6d0a5bd77294
A_sess_01724_4341f8e7,2024-03-03T07:00:15Z,view,prod_0019,A,mobile,172.16.0.0/24,Munich,DE,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,4a63c589296381d186789c2c4830ec803fa312887aab6bf225632954fe34102f
A_sess_01009_ca58f097,2024-03-04T17:10:34Z,view,prod_0379,A,desktop,198.18.217.0/24,Mexico City,MX,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/120.0.6099.230,f49bed34d92750223ede280dfa05f5add1a1f4760cf1b5919068cf9157d17fcc
A_sess_00493_e7b3fc6e,2024-03-03T00:18:17Z,view,prod_0362,A,desktop,10.158.246.0/24,Sydney,AU,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15,
A_sess_01458_2ce57732,2024-03-02T08:19:59Z,purchase,prod_0095,A,tablet,198.18.101.0/24,New York,US,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/120.0.2210.133,cacd1274062c96cd2b2370e610b7cc69ef829b37d78e97550e51cd97da27e5b4
A_sess_00135_97af506d,2024-03-07T08:18:43Z,view,prod_0188,A,desktop,10.141.67.0/24,Tokyo,JP,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15,88cf7a7d9c3bc53fbff1fc302f4514c51daa32ddf80afb73dbe4d4fce45db735
A_sess_00375_f03bdfda,2024-03-07T16:34:10Z,view,prod_0354,A,desktop,10.52.187.0/16,Houston,US,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.6099.200,bd257ec89219de46b795c10cea8501a8544696d4e550987ee5ed99404b738dbd
A_sess_01101_57ed3539,2024-03-06T02:40:31Z,view,prod_0287,A,tablet,10.0.143.0/24,Bangalore,IN,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/120.0.2210.133,12702f00a59186ae116c102d2a51201b03c3311ef8d7bea79ada8e7a1a838471
A_sess_01721_7cf10bd4,2024-03-02T01:15:15Z,view,prod_0181,A,tablet,198.18.103.0/24,New York,US,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.6099.200,bd4da9df48d382e0566fb1bd1f392ddeb1cad788ea1f09f4e606e0d79c71589b
A_sess_01656_7725be5b,2024-03-03T01:51:10Z,cart,prod_0355,A,tablet,172.16.230.0/24,Sydney,AU,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,b43bc70915f762f5c5a5b02c06dd0e45cf3aa7e9d071940b0aba9dd7dd802a96
A_sess_00745_79261b01,2024-03-02T08:08:27Z,view,prod_0345,A,tablet,10.93.116.0/16,Singapore,SG,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/120.0.6099.230,
A_sess_01309_1719e709,2024-03-07T17:20:40Z,view,prod_0134,A,mobile,100.64.42.0/24,Singapore,SG,Mozilla/5.0 (iPad; CPU OS 17_0 like Mac OS X) AppleWebKit/605.1.15,8dcfd384bfde5964557d6e21ab1ac0a6114039e506044a5a54cd603dad26d760
A_sess_01096_f63e78ac,2024-03-08T03:51:59Z,view,prod_0148,A,tablet,198.18.164.0/24,New York,US,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/120.0.2210.133,3a0c1d9fc5b06666fe52fd5aa54963b01f0c49ad364b4c6d6e30afb39e68dcf7
A_sess_01304_d0b1443b,2024-03-06T22:20:19Z,view,prod_0373,A,mobile,10.0.21.0/24,Osaka,JP,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15,d694dfe3d00a6a0b0addbf78aa1f534b769d2d1a31a8ac6f65d1c7fc434269b6
A_sess_00539_78f0b9ee,2024-03-07T01:57:52Z,cart,prod_0304,A,mobile,10.145.13.0/16,Chicago,US,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,
A_sess_00397_4e21d241,2024-03-04T19:30:50Z,view,prod_0470,A,desktop,10.196.198.0/24,Mumbai,IN,Mozilla/5.0 (iPad; CPU OS 17_0 like Mac OS X) AppleWebKit/605.1.15,2cd7746e7913f82eb00feb62141cd64ae0b23cf045f301a538cbaba54d6e1d8f
A_sess_00865_14098230,2024-03-06T12:05:06Z,view,prod_0340,A,desktop,192.168.60.0/24,Mexico City,MX,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/120.0.2210.133,acf28d1245aeef776bf1d7afd73601e2a73ab7ab23482ec45fa43ab16038b4c4
A_sess_00047_f681d7f9,2024-03-02T07:13:43Z,view,prod_0263,A,mobile,10.188.23.0/24,Amsterdam,NL,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15,a58674cd127dabfb39cb6bbc4bd355f4b8b1e73561ae95f35b2ac4fcf0c3e2e0
A_sess_01087_8202d08d,2024-03-04T04:53:55Z,view,prod_0141,A,desktop,10.0.144.0/24,Mumbai,IN,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/120.0.2210.133,82f1d66b83c56643f7634970e6a7ab83c3a6d564a7e1d199ba5bd92f06f5b579
A_sess_01047_2cb5f5ee,2024-03-07T09:40:23Z,view,prod_0382,A,desktop,198.18.90.0/24,Berlin,DE,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/120.0.6099.230,97d9b7d113d9014cd8ac8127630d66088a5cc9e487fd115f633305c6a584ef7c
A_sess_01271_73e244de,2024-03-06T11:16:42Z,view,prod_0270,A,tablet,10.0.33.0/24,Amsterdam,NL,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/120.0.2210.133,c078cfbfc8f8b4995f51123f34593db06a12a23147886d8ccaec8297d409c31f
A_sess_01006_f5ea29b8,2024-03-05T23:47:07Z,view,prod_0152,A,mobile,100.64.182.0/24,Toronto,CA,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/120.0.6099.230,ef6b0098a488274b54149811f5c34b1be4f870a2eba654130a3c8f1083facdae
A_sess_01351_ee1110f3,2024-03-05T13:10:19Z,view,prod_0033,A,tablet,100.64.50.0/24,London,GB,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,595b66bf89893952ae8fa6464ce5092cf8dd2892bbc53b487df9735c2ec677f5
A_sess_01355_3ae4ed37,2024-03-06T06:25:59Z,cart,prod_0170,A,desktop,198.18.33.0/24,Singapore,SG,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,ab2bd84571aa2d9553536c23d2e9e0ba1434218e15ae6fcc6eb2d9acf2b5ca93
A_sess_00703_1e3fca02,2024-03-04T03:57:06Z,cart,prod_0338,A,tablet,10.241.95.0/24,Mumbai,IN,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.6099.200,
A_sess_00435_a6b9ead9,2024-03-03T23:55:58Z,view,prod_0406,A,desktop,10.109.217.0/16,Sydney,AU,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15,
A_sess_01547_f48ca754,2024-03-01T20:34:07Z,view,prod_0253,A,desktop,10.0.34.0/24,Amsterdam,NL,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edge/120.0.2210.133,bea0a95b90effb854603143fc8f64b2cb2e8d9a53d59061d746e81e59894ce1a
A_sess_00832_fe8a54f2,2024-03-08T00:43:05Z,view,prod_0118,A,desktop,10.0.159.0/24,Mumbai,IN,Mozilla/5.0 (Linux; Android 13; SM-S908B) AppleWebKit/537.36 Chrome/119.0.6045.163,e474151b1c29e0d93bf3146a7f66bc581c12c85db7ef7243d0c38490e073a100
A_sess_00804_b3bfa58e,2024-03-06T11:16:16Z,cart,prod_0497,A,tablet,198.18.38.0/24,Houston,US,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/120.0.6099.230,644d567ce4af2276d7a7d33801640e11295c0af58dfe180c44eb145f97dd5712
A_sess_01072_d79ec1ad,2024-03-07T11:16:57Z,view,prod_0226,A,mobile,198.18.173.0/24,Singapore,SG,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.6099.200,7c62202026812db2b74526ab743be4c1ae06af07554bdfd120fda0aec865ae9b
A_sess_01433_29c00767,2024-03-03T16:02:01Z,cart,prod_0044,A,desktop,172.16.254.0/24,London,GB,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15,d4009ebe275e8aa4ae5bc6f6bd95caa9b8305177741790a7f7e676f2d1f05ca7
A_sess_00255_7b4844d5,2024-03-03T07:52:12Z,purchase,prod_0212,A,mobile,10.183.127.0/24,Mexico City,MX,Mozilla/5.0 (Linux; Android 13; SM-S908B) AppleWebKit/537.36 Chrome/119.0.6045.163,fb748c99e6cda79ab7c07a9eb0e45207998a25b50b6a0143e99bb4f529828fa6
A_sess_00657_dc62fac8,2024-03-06T06:25:36Z,view,prod_0266,A,tablet,10.244.72.0/24,Bangalore,IN,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,
A_sess_00007_c2cccc56,2024-03-08T00:13:35Z,view,prod_0043,A,tablet,10.130.3.0/16,Paris,FR,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/120.0.6099.230,b76a1269476ae952d16d265300ee8a40b27b6cc19599127c4883e383e279b1dc
A_sess_01225_f328a354,2024-03-06T08:47:30Z,view,prod_0069,A,desktop,10.0.124.0/24,Berlin,DE,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15,5ea2ab7ce8bf9c4773b34321afa553c35e81c742d0649efbc673870ea3445ea0
A_sess_01473_b522ddde,2024-03-02T20:59:57Z,view,prod_0447,A,desktop,10.0.249.0/24,Amsterdam,NL,Mozilla/5.0 (iPad; CPU OS 17_0 like Mac OS X) AppleWebKit/605.1.15,73ccc23b63dbc5ee8b5d38aaf20a165c543c1ef23747b6b110c9473fd220571a
A_sess_01317_175d0b7c,2024-03-02T01:40:53Z,view,prod_0167,A,mobile,192.168.232.0/24,Mumbai,IN,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,db0218f35ce14884ee8d849b000524c5eb542b35254de2a00d22b716091063e3
A_sess_00860_6ed5635d,2024-03-06T11:56:49Z,view,prod_0422,A,desktop,172.16.43.0/24,Osaka,JP,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15,9b52eaf7c798a510113ed37aa09e35aed53774d7fb5bb212c1848bc2db401a2c
A_sess_01284_e3363dd3,2024-03-04T02:34:42Z,view,prod_0124,A,mobile,192.168.254.0/24,Seoul,KR,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/120.0.6099.230,0aaaf39a2ace98fb912c2842794f11f1c69241ea42baec7c5c8a024ce6470573
A_sess_01714_7ca8da6b,2024-03-02T06:24:08Z,view,prod_0175,A,tablet,192.168.34.0/24,Manchester,GB,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/120.0.6099.230,bd70030c950d2a6a82b447b72a9fcaac1246e9666cb2a4dd81c5505297a59300
A_sess_01543_8273574e,2024-03-06T02:16:10Z,purchase,prod_0221,A,tablet,172.16.240.0/24,Munich,DE,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/120.0.6099.230,122ea43b28477d6a3f131c0ca6b12cdf435a828ba1df1e5618371916b1fdea6b
A_sess_00839_3c62a80d,2024-03-04T04:43:02Z,view,prod_0277,A,tablet,198.18.219.0/24,Paris,FR,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15,e95f19d1aaf4eea7b64c7ee245fda6de98021e262ed807767bc25924623d2ae7
A_sess_01694_f59b8718,2024-03-08T02:28:55Z,view,prod_0032,A,desktop,100.64.247.0/24,Chicago,US,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15,75a4eaea5277132d8eaaa68c92a12e4b06a1c3bcbac5c969b7231d7aa19c180a
A_sess_00133_8018ebb4,2024-03-01T23:33:25Z,view,prod_0139,A,desktop,10.35.66.0/16,Mexico City,MX,Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/121.0,4505cb6d09423ff330ae132fdd0504736f847f4d9862b9ec6de91776d2a73da6
